Epoch,D Train Loss,D Validation Loss,G Train Loss,G Validation Loss
1,0.49219178948081843,0.7863929643630981,28.93703295154732,23.688391510009765
2,0.5263967202691471,0.9090167331695557,21.403325652435047,22.50767872619629
3,0.39662036012200746,0.8906889600753785,21.92544792431743,24.02426818847656
4,0.3845393258583646,1.2745811185836793,22.438982549715444,24.80711622619629
5,0.41538561797943435,0.9840075006484985,22.59490605779055,25.86937924194336
6,0.3170418959305066,0.8722782707214356,22.86984102778074,24.503729461669923
7,0.3464571773505011,0.6426724252700806,22.5165493973163,24.4107725982666
8,0.24177711517745706,1.2611260776519775,23.055761632198045,24.127920150756836
9,0.020782904110285414,1.5152340116500855,23.33091972222849,23.64497149658203
10,0.20350774530603105,0.7267625350952148,22.802952815464565,22.61333793640137
11,0.40311679162898983,0.8182245955467224,20.84782744079077,23.47991374206543
12,0.43739012866961857,0.7995590419769287,20.540926181568818,25.571642364501955
13,0.2750803023326297,1.0074126510620116,21.25475110478762,25.657988220214843
14,0.3770232970173619,0.7417846193313599,20.751379073968454,23.81107678222656
15,0.21780640401760068,0.9837878942489624,20.67358703805619,24.998526016235353
16,0.5190194837986922,0.676779709815979,18.915261770296496,24.866501708984377
17,0.11081601346365544,1.4838772869110108,20.42088425131405,25.442846130371095
18,0.3686764316198205,0.6949875364303589,19.410556882970475,23.207275253295897
19,0.5300568319368764,0.696857234954834,18.031849765296744,23.667828857421874
20,0.5047263789377293,0.6655372419357299,17.882365290537603,23.62212828063965
21,0.5097420821069669,0.7438022103309632,17.730825328666622,23.82578237915039
22,0.5071103863956548,0.858637020111084,17.731142203707655,25.578679962158205
23,0.28521787262639076,0.9264540839195251,18.81823168906845,25.172554580688477
24,0.3843236318030277,1.0537549076080321,17.919825269554842,25.02110011291504
25,0.5427250331289628,0.7609960656166077,16.741923714004646,24.1280625
26,0.5446301382128932,0.7260959706306458,16.805012653895787,23.987922317504882
27,0.5419606383808521,0.7582004280090332,16.674181885278525,23.690862091064453
28,0.5122105720463921,0.7014951763153077,16.955825575179414,24.322023620605467
29,0.14922292886755797,1.4373261184692383,18.259002125203107,25.85006997680664
30,0.02100716188143031,1.5508046007156373,19.32023600666463,25.807650680541993
31,0.010824581557775244,1.8942518072128296,19.792942119566334,26.925950317382814
32,0.22344020712776344,0.7082327589988708,18.713209276600043,23.595174362182618
33,0.5373320156185567,0.776760458946228,15.26112794122776,23.684901153564454
34,0.5648206461177153,0.8678851475715638,15.468308224076985,24.208374954223633
35,0.5641606347500777,0.7353865823745728,15.355652863959305,25.32110055541992
36,0.5396791812351772,0.5698554286956787,15.839602598302504,26.05137828063965
37,0.3737080872960451,0.7043591413497925,16.379099117246998,25.9080475769043
38,0.3920141551875267,0.7920397338867188,17.033508927160952,23.665727294921876
39,0.1603151154073597,1.6448401403427124,16.971743989832262,26.573364517211914
40,0.014066033122607138,1.7830400714874268,17.769000003718528,26.13771194458008
41,0.012060276507047796,2.0379225997924806,18.250685210027616,25.559778732299804
42,0.021329892237647242,2.016593641281128,18.50352320246336,27.762296188354494
43,0.6341371493980664,0.7344441814422608,14.61614137986127,24.1867858581543
44,0.3389794286008643,0.9467755808830262,15.503756527940766,24.669673461914062
45,0.31936757599606236,1.0786439304351807,15.890651765070041,24.84819989013672
46,0.2297524968616101,0.844622841835022,16.58286026513877,24.74145170593262
47,0.18926347837227733,1.459039659500122,16.502163502028008,26.378278884887695
48,0.02040551392439784,1.8989818830490113,17.290247593086306,25.280681915283203
49,0.005278262231545914,1.8663981046676636,16.3803887785583,25.02259060668945
50,0.040826586209425406,1.4901778802871704,17.11984596893567,24.65035272216797
51,0.4201871051708189,1.006691987991333,16.649739795011634,23.3817537689209
52,0.2690554378864144,1.1422242097854614,15.611531639419685,26.525204132080077
53,0.4310388753168723,0.8853902778625489,15.314130518937311,24.950134384155273
54,0.277467788038384,1.969294192314148,15.743803136488971,26.333857940673827
55,0.2397027730541069,0.8104933962821961,15.748761140839392,24.556214904785158
56,0.3000757549139632,0.8418903789520263,15.768045097158737,24.151040664672852
57,0.11863142510171698,1.0159660239219666,16.141160859180097,25.702459091186522
58,0.41065412932584267,0.8978933558464051,15.74751907733308,25.033234893798827
59,0.2923055654113032,0.8863307890892029,15.791811315712808,26.097914672851562
60,0.17192272732738687,0.8735270652770996,16.11062805624569,24.823280502319335
61,0.29579762777360546,0.9444359741210937,16.475962105117926,24.149773086547853
62,0.27470586286998594,1.64495489692688,15.596477554064839,24.403293853759767
63,0.3289177844103645,0.7237666893005371,15.466796258237181,25.637041519165038
64,0.22812767994253574,0.7150787706375122,15.960498050080629,23.77889663696289
65,0.2884699661140682,0.8996961979866028,15.63811654163008,25.890019256591795
66,0.2936641037965021,1.1516707019805907,15.476328368307161,26.14224174499512
67,0.2825176040214651,0.8718688993453979,15.273161935565852,25.141893447875976
68,0.2756648650039144,0.8576404809951782,15.736173300863314,26.66411994934082
69,0.3305069908975553,0.8549853453636169,15.454814517237558,24.815092864990234
70,0.3188775623946631,0.8752991333007812,15.172446028124385,24.549414825439452
71,0.2889804609833645,0.9695019922256469,15.436470638884217,25.938768630981446
72,0.2688120523520878,0.7936719250679016,15.394620541484416,24.860612701416017
73,0.26112594403138684,0.7996489210128784,15.634088468471495,26.49614288330078
74,0.28144275625212856,0.9734720087051392,15.593814294638754,24.208516845703127
75,0.2822145805514159,0.7485970463752747,15.172066169866994,25.87238668823242
76,0.2806483667237418,0.7771771969795227,15.51912864043933,24.495426635742188
77,0.2871100302867028,1.2160421829223633,15.335076685673048,25.452028854370116
78,0.5348410863535745,0.7699294981956482,14.226525497436523,24.718334793090822
79,0.2847924910823838,0.783559585571289,14.9637512338462,24.954692123413086
80,0.2642403532476986,0.837062171459198,15.112327566387272,25.836079864501954
81,0.2531412339260598,0.9045520281791687,15.220951635537027,26.33504699707031
82,0.2801278338913156,0.781930944442749,15.542384594188016,25.040723236083984
83,0.27543070263722363,0.865393479347229,15.425780207850352,24.954203186035155
84,0.27972386678727734,0.891065143585205,15.69617171664198,24.235757446289064
85,0.3389514233685341,0.7414815006256104,14.6669460036975,24.352236389160158
86,0.25659210432978236,0.8326799716949463,15.178728062605657,24.776579956054686
87,0.22863849671447978,0.883727077960968,15.225953714386756,25.06018356323242
88,0.28221676464341267,0.585407621383667,15.303605425538136,25.606692916870117
89,0.5475936237703852,0.7012953996658325,14.760285069441595,24.0364619140625
90,0.26177692598655444,0.8657062702178955,14.666538033365201,25.43487107849121
91,0.22765870235046418,0.7147972097396851,14.996136800621738,25.382630661010744
92,0.27396982366297423,0.7252065382003784,15.00619109786859,25.477955627441407
93,0.3785372654730532,0.6964688010215759,14.996421535075212,24.44010447692871
94,0.24663713684102068,0.8581264357566833,14.890794830322266,24.73064682006836
95,0.3392408405231828,1.2543973178863526,14.86902178628104,24.803328186035156
96,0.21906159886792928,0.9354713816642761,15.205819620404924,25.67662435913086
97,0.3344346204725634,0.8744814157485962,15.3018093814369,25.802585021972657
98,0.25450730286225554,0.8821757621765137,14.993103894466111,25.235274658203124
99,0.2764941326810532,1.0776695699691772,14.831469034146862,26.30287434387207
100,0.4385360373368784,1.1352255725860596,16.503302225705955,23.235585815429687
